cell_lat,cell_lon,camera_count,incident_count,police_count
12.903,77.5065,1.0,5.0,0.0
12.903,77.5605,0.0,10.0,0.0
12.903,77.562,0.0,8.125,0.0
12.903,77.568,0.0,5.357142857142857,0.0
12.903,77.5695,0.0,5.131578947368421,0.0
12.903,77.571,0.0,8.333333333333334,0.0
12.9045,77.532,1.0,2.5,0.0
12.9045,77.559,0.0,7.5,0.0
12.9045,77.5605,0.0,5.113636363636363,0.0
12.9045,77.562,0.0,3.0,0.0
12.9045,77.568,0.0,3.6363636363636367,0.0
12.9045,77.5695,0.0,6.25,0.0
12.9045,77.571,0.0,7.5,0.0
12.9045,77.5935,0.0,6.25,0.0
12.9045,77.5965,0.0,7.5,0.0
12.9045,77.598,0.0,2.0,0.0
12.9045,77.5995,0.0,10.0,0.0
12.906,77.5605,0.0,5.1923076923076925,0.0
12.906,77.5635,0.0,5.0,0.0
12.906,77.5695,0.0,6.5,0.0
12.906,77.571,0.0,7.5,0.0
12.906,77.5725,6.0,6.666666666666666,0.0
12.906,77.574,12.0,4.375,0.0
12.906,77.5755,0.0,10.0,0.0
12.906,77.577,0.0,2.5,0.0
12.906,77.5785,0.0,2.5,0.0
12.906,77.5935,3.0,6.0,0.0
12.906,77.598,0.0,4.375,0.0
12.906,77.5995,0.0,2.5,0.0
12.906,77.62950000000001,1.0,0.0,0.0
12.9075,77.5605,0.0,5.0,0.0
12.9075,77.562,0.0,4.375,0.0
12.9075,77.5635,0.0,5.5,0.0
12.9075,77.5695,0.0,7.5,0.0
12.9075,77.571,0.0,6.25,0.0
12.9075,77.574,4.0,5.625,0.0
12.9075,77.5815,0.0,10.0,0.0
12.9075,77.628,1.0,2.5,0.0
12.9075,77.62950000000001,1.0,5.0,0.0
12.9075,77.637,0.0,2.5,1.0
12.909,77.538,1.0,5.0,0.0
12.909,77.61,0.0,10.0,1.0
12.909,77.628,1.0,0.0,0.0
12.909,77.649,6.0,5.416666666666666,0.0
12.9105,77.595,1.0,5.0,0.0
12.9105,77.646,0.0,2.5,0.0
12.912,77.5725,1.0,0.0,0.0
12.912,77.62650000000001,3.0,5.833333333333334,0.0
12.912,77.63250000000001,2.0,8.75,0.0
12.912,77.63850000000001,3.0,2.5,0.0
12.912,77.64450000000001,4.0,3.75,0.0
12.912,77.646,0.0,6.25,0.0
12.912,77.64750000000001,0.0,5.0,0.0
12.912,77.649,5.0,9.5,0.0
12.9135,77.625,2.0,5.0,0.0
12.9135,77.628,3.0,7.5,0.0
12.9135,77.64150000000001,4.0,5.625,0.0
12.915000000000001,77.5995,1.0,7.5,0.0
12.916500000000001,77.589,1.0,10.0,0.0
12.916500000000001,77.592,2.0,5.0,0.0
12.916500000000001,77.595,4.0,7.5,0.0
12.916500000000001,77.5965,7.0,5.7142857142857135,0.0
12.916500000000001,77.598,0.0,7.5,0.0
12.916500000000001,77.6025,1.0,7.5,0.0
12.916500000000001,77.6055,4.0,2.5,0.0
12.916500000000001,77.607,0.0,0.0,0.0
12.916500000000001,77.61,2.0,5.0,0.0
12.916500000000001,77.613,2.0,1.25,0.0
12.916500000000001,77.6145,1.0,0.0,0.0
12.916500000000001,77.6235,1.0,2.5,0.0
12.916500000000001,77.62650000000001,0.0,3.75,0.0
12.916500000000001,77.628,0.0,3.6666666666666665,0.0
12.916500000000001,77.62950000000001,2.0,6.25,0.0
12.916500000000001,77.631,3.0,5.166666666666667,0.0
12.916500000000001,77.63250000000001,0.0,3.75,0.0
12.916500000000001,77.634,0.0,2.3214285714285716,0.0
12.916500000000001,77.63550000000001,0.0,6.666666666666666,0.0
12.916500000000001,77.637,0.0,5.454545454545454,0.0
12.916500000000001,77.63850000000001,3.0,4.833333333333333,0.0
12.916500000000001,77.64,0.0,5.3125,0.0
12.916500000000001,77.64150000000001,0.0,10.0,0.0
12.918000000000001,77.5815,0.0,5.0,0.0
12.918000000000001,77.583,0.0,6.25,0.0
12.918000000000001,77.5965,0.0,2.5,0.0
12.918000000000001,77.6235,0.0,6.0,0.0
12.918000000000001,77.625,0.0,3.958333333333333,0.0
12.918000000000001,77.62650000000001,0.0,4.0625,0.0
12.918000000000001,77.63850000000001,0.0,3.2142857142857144,0.0
12.918000000000001,77.64,0.0,2.5,0.0
12.918000000000001,77.64150000000001,0.0,3.977272727272727,0.0
12.919500000000001,77.574,4.0,3.125,0.0
12.919500000000001,77.5755,5.0,6.0,0.0
12.919500000000001,77.58,4.0,1.875,0.0
12.919500000000001,77.5965,0.0,8.75,0.0
12.919500000000001,77.61,1.0,10.0,0.0
12.919500000000001,77.6115,0.0,6.666666666666666,0.0
12.919500000000001,77.613,3.0,2.5,0.0
12.919500000000001,77.6145,1.0,0.0,0.0
12.919500000000001,77.63850000000001,0.0,6.5625,0.0
12.919500000000001,77.64150000000001,0.0,2.5,0.0
12.919500000000001,77.643,0.0,4.868421052631579,0.0
12.919500000000001,77.649,3.0,5.833333333333334,0.0
12.921000000000001,77.574,7.0,5.7142857142857135,0.0
12.921000000000001,77.58,1.0,7.5,0.0
12.921000000000001,77.586,1.0,0.0,0.0
12.921000000000001,77.589,1.0,0.0,0.0
12.921000000000001,77.5965,3.0,5.833333333333334,0.0
12.921000000000001,77.6205,1.0,2.5,0.0
12.921000000000001,77.63850000000001,0.0,4.722222222222222,0.0
12.921000000000001,77.643,0.0,4.375,0.0
12.921000000000001,77.64450000000001,0.0,5.769230769230768,0.0
12.921000000000001,77.649,0.0,7.5,0.0
12.9225,77.565,0.0,5.0,1.0
12.9225,77.5755,3.0,6.666666666666666,0.0
12.9225,77.586,2.0,5.0,0.0
12.9225,77.63850000000001,0.0,0.8333333333333333,0.0
12.9225,77.64,0.0,6.5,0.0
12.9225,77.64450000000001,3.0,5.625,0.0
12.9225,77.646,0.0,5.227272727272727,0.0
12.9225,77.649,0.0,2.5,0.0
12.924,77.5005,0.0,5.0,0.0
12.924,77.553,0.0,0.0,1.0
12.924,77.574,4.0,3.125,0.0
12.924,77.58,1.0,7.5,0.0
12.924,77.5815,0.0,4.375,0.0
12.924,77.583,0.0,7.142857142857143,0.0
12.924,77.62950000000001,2.0,5.0,0.0
12.924,77.64,3.0,3.5714285714285716,0.0
12.924,77.64150000000001,0.0,5.0,0.0
12.924,77.643,0.0,6.666666666666666,0.0
12.924,77.64450000000001,0.0,3.0,0.0
12.924,77.646,4.0,5.892857142857143,0.0
12.924,77.64750000000001,0.0,5.131578947368421,0.0
12.924,77.649,1.0,5.0,0.0
12.924,77.65050000000001,6.0,4.6875,0.0
12.9255,77.5815,0.0,4.583333333333333,0.0
12.9255,77.583,0.0,6.25,0.0
12.9255,77.5845,0.0,4.5,0.0
12.9255,77.6205,4.0,7.5,0.0
12.9255,77.634,8.0,6.25,0.0
12.9255,77.637,4.0,4.375,0.0
12.927,77.5755,1.0,10.0,0.0
12.927,77.577,1.0,2.5,0.0
12.927,77.5785,1.0,2.5,0.0
12.927,77.5815,3.0,5.0,0.0
12.927,77.583,1.0,5.0,0.0
12.927,77.5845,3.0,4.166666666666667,0.0
12.927,77.5875,2.0,3.75,0.0
12.927,77.616,1.0,7.5,0.0
12.927,77.6205,10.0,5.75,0.0
12.9285,77.517,0.0,5.0,0.0
12.9285,77.5185,0.0,0.0,0.0
12.9285,77.568,0.0,0.0,1.0
12.9285,77.5815,2.0,8.333333333333334,1.0
12.9285,77.5845,2.0,3.75,0.0
12.9285,77.5875,2.0,5.0,0.0
12.9285,77.5905,0.0,10.0,1.0
12.9285,77.625,1.0,0.0,0.0
12.9285,77.62650000000001,2.0,10.0,0.0
12.9285,77.63250000000001,2.0,3.75,0.0
12.93,77.5605,0.0,7.5,1.0
12.93,77.568,0.0,0.0,1.0
12.93,77.6145,2.0,1.25,0.0
12.93,77.622,1.0,2.5,0.0
12.93,77.625,2.0,7.5,0.0
12.93,77.62650000000001,1.0,5.0,0.0
12.93,77.62950000000001,3.0,5.0,0.0
12.93,77.63250000000001,7.0,3.5714285714285716,0.0
12.93,77.634,1.0,2.5,0.0
12.9315,77.5755,2.0,7.5,0.0
12.9315,77.6145,1.0,2.5,0.0
12.9315,77.622,4.0,4.375,0.0
12.9315,77.6235,3.0,6.666666666666666,0.0
12.933,77.5755,1.0,2.5,0.0
12.933,77.622,2.0,6.25,0.0
12.9345,77.613,11.0,6.363636363636363,0.0
12.9345,77.6235,1.0,2.5,0.0
12.9345,77.625,1.0,7.5,0.0
12.9345,77.62650000000001,1.0,10.0,0.0
12.9345,77.62950000000001,6.0,4.583333333333333,0.0
12.936,77.5125,1.0,10.0,0.0
12.936,77.517,2.0,6.25,0.0
12.936,77.5185,2.0,3.75,0.0
12.936,77.532,0.0,2.5,0.0
12.936,77.544,0.0,2.5,1.0
12.936,77.562,0.0,2.5,1.0
12.936,77.58,1.0,5.0,0.0
12.936,77.613,2.0,6.25,0.0
12.936,77.616,5.0,4.0,0.0
12.936,77.631,2.0,2.5,0.0
12.9375,77.5095,1.0,0.0,0.0
12.9375,77.5725,2.0,6.666666666666666,0.0
12.9375,77.5785,8.0,6.25,0.0
12.9375,77.619,1.0,5.0,0.0
12.9375,77.62650000000001,2.0,0.0,0.0
12.939,77.532,0.0,7.5,0.0
12.939,77.5845,2.0,7.5,0.0
12.939,77.5965,1.0,0.0,0.0
12.939,77.622,1.0,10.0,0.0
12.939,77.625,2.0,3.75,0.0
12.939,77.62650000000001,1.0,5.0,0.0
12.939,77.62950000000001,1.0,0.0,0.0
12.939,77.63250000000001,5.0,5.5,0.0
12.9405,77.5725,2.0,2.5,0.0
12.9405,77.577,2.0,2.5,0.0
12.9405,77.58,2.0,6.25,0.0
12.9405,77.5845,2.0,3.75,0.0
12.9405,77.595,0.0,10.0,1.0
12.9405,77.5965,1.0,10.0,0.0
12.9405,77.598,1.0,5.0,0.0
12.9405,77.625,3.0,4.166666666666667,0.0
12.942,77.526,1.0,0.0,0.0
12.942,77.6085,1.0,10.0,0.0
12.942,77.622,3.0,4.166666666666667,0.0
12.942,77.6235,4.0,2.5,0.0
12.942,77.63850000000001,4.0,6.875,0.0
12.9435,77.526,4.0,6.25,0.0
12.9435,77.58,3.0,4.166666666666667,0.0
12.9435,77.5815,1.0,5.0,0.0
12.9435,77.583,3.0,6.666666666666666,0.0
12.9435,77.5965,1.0,7.5,0.0
12.9435,77.598,2.0,6.25,0.0
12.9435,77.607,4.0,1.875,0.0
12.945,77.5275,3.0,5.0,0.0
12.945,77.529,1.0,10.0,0.0
12.945,77.586,1.0,2.5,0.0
12.945,77.5965,3.0,1.6666666666666665,0.0
12.945,77.6025,2.0,8.75,0.0
12.945,77.62950000000001,5.0,5.166666666666667,0.0
12.9465,77.5725,3.0,7.5,0.0
12.9465,77.58,1.0,2.5,0.0
12.9465,77.5875,1.0,2.5,0.0
12.9465,77.619,1.0,7.5,0.0
12.9465,77.62950000000001,0.0,5.0,0.0
12.948,77.577,1.0,10.0,0.0
12.948,77.58,1.0,0.0,0.0
12.948,77.5815,1.0,5.833333333333334,0.0
12.948,77.583,0.0,6.944444444444445,0.0
12.948,77.5845,0.0,7.1875,0.0
12.948,77.586,0.0,5.0,0.0
12.948,77.5935,2.0,6.25,0.0
12.9495,77.568,1.0,2.5,0.0
12.9495,77.5725,5.0,3.5,0.0
12.9495,77.574,1.0,7.5,0.0
